Sentence,Tags
"['fake_loc_59', 'fake_misc_19', 'in', 'beijing']","['B-LOC', 'I-MISC', 'O', 'B-LOC']"
"['jhon', 'word_76', 'to', 'fake_per_76']","['B-PER', 'O', 'O', 'I-PER']"
"['alice', 'travels', 'to', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_16', 'fake_loc_80', 'fake_org_21', 'word_43']","['B-DATE', 'B-LOC', 'B-ORG', 'O']"
"['linda', 'fake_org_44', 'from', 'fake_misc_31']","['B-PER', 'I-ORG', 'O', 'I-MISC']"
"['fake_per_55', 'fake_loc_90', 'near', 'fake_org_47']","['B-PER', 'I-LOC', 'O', 'I-ORG']"
"['fake_per_19', 'studies', 'to', 'fake_loc_74']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'studies', 'fake_date_27', 'fake_prod_86']","['B-PER', 'O', 'B-DATE', 'B-PROD']"
"['michael', 'was', 'born', 'to', 'canada']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_per_4', 'fake_org_41', 'fake_per_49', 'fake_org_84']","['B-PER', 'B-ORG', 'B-PER', 'I-ORG']"
"['michael', 'studies', 'around', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'was', 'born', 'fake_misc_86', 'word_32']","['B-PER', 'O', 'O', 'I-MISC', 'O']"
"['mary', 'fake_prod_63', 'in', 'fake_prod_58']","['B-PER', 'I-PROD', 'O', 'I-PROD']"
"['fake_loc_88', 'studies', 'fake_date_71', 'moscow']","['B-LOC', 'O', 'I-DATE', 'B-LOC']"
"['linda', 'fake_loc_7', 'fake_org_78', 'fake_date_40', 'york']","['B-PER', 'I-LOC', 'I-ORG', 'B-DATE', 'I-LOC']"
"['fake_org_91', 'studies', 'fake_misc_7', 'madrid']","['B-ORG', 'O', 'I-MISC', 'B-LOC']"
"['mary', 'was', 'born', 'around', 'tokyo']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['word_63', 'travels', 'near', 'canada']","['O', 'O', 'O', 'B-LOC']"
"['fake_org_9', 'lives', 'to', 'fake_org_24']","['I-ORG', 'O', 'O', 'B-ORG']"
"['fake_org_21', 'fake_org_31', 'to', 'fake_prod_5']","['I-ORG', 'I-ORG', 'O', 'B-PROD']"
"['fake_misc_53', 'travels', 'fake_date_91', 'fake_loc_46']","['I-MISC', 'O', 'I-DATE', 'B-LOC']"
"['michael', 'was', 'born', 'in', 'fake_per_13']","['B-PER', 'O', 'O', 'O', 'B-PER']"
"['michael', 'lives', 'around', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'moved', 'fake_loc_10', 'fake_prod_10']","['B-PER', 'O', 'I-LOC', 'I-PROD']"
"['fake_per_6', 'fake_org_82', 'around', 'fake_prod_94', 'fake_date_10']","['B-PER', 'B-ORG', 'O', 'B-PROD', 'B-DATE']"
"['fake_misc_65', 'fake_misc_88', 'from', 'rome']","['I-MISC', 'I-MISC', 'O', 'B-LOC']"
"['fake_misc_23', 'works', 'in', 'beijing']","['I-MISC', 'O', 'O', 'B-LOC']"
"['fake_org_73', 'was', 'born', 'in', 'rome']","['B-ORG', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'fake_loc_59', 'fake_loc_82', 'fake_loc_83']","['B-PER', 'B-LOC', 'I-LOC', 'B-LOC']"
"['fake_per_71', 'was', 'born', 'fake_prod_43', 'fake_org_65']","['B-PER', 'O', 'O', 'B-PROD', 'B-ORG']"
"['linda', 'moved', 'in', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_50', 'moved', 'in', 'beijing']","['B-DATE', 'O', 'O', 'B-LOC']"
"['fake_misc_6', 'moved', 'from', 'fake_org_94']","['I-MISC', 'O', 'O', 'B-ORG']"
"['fake_date_33', 'lives', 'fake_date_1', 'canada']","['B-DATE', 'O', 'I-DATE', 'B-LOC']"
"['charlie', 'fake_per_42', 'word_20', 'new', 'fake_date_84']","['B-PER', 'I-PER', 'O', 'B-LOC', 'B-DATE']"
"['mary', 'fake_prod_68', 'fake_org_5', 'london']","['B-PER', 'B-PROD', 'B-ORG', 'B-LOC']"
"['fake_misc_81', 'fake_per_92', 'fake_prod_10', 'madrid']","['I-MISC', 'I-PER', 'B-PROD', 'B-LOC']"
"['mary', 'works', 'near', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_41', 'fake_misc_2', 'around', 'fake_prod_56']","['I-PROD', 'B-MISC', 'O', 'I-PROD']"
"['fake_per_65', 'fake_loc_34', 'fake_org_32', 'fake_date_46']","['B-PER', 'B-LOC', 'I-ORG', 'B-DATE']"
"['sarah', 'fake_prod_70', 'fake_prod_38', 'rome']","['B-PER', 'I-PROD', 'I-PROD', 'B-LOC']"
"['fake_loc_36', 'fake_per_64', 'fake_misc_100', 'paris']","['I-LOC', 'I-PER', 'B-MISC', 'B-LOC']"
"['fake_misc_92', 'fake_org_6', 'from', 'fake_per_67']","['B-MISC', 'I-ORG', 'O', 'B-PER']"
"['michael', 'fake_org_84', 'fake_loc_50', 'paris']","['B-PER', 'B-ORG', 'I-LOC', 'B-LOC']"
"['emma', 'studies', 'fake_prod_47', 'tokyo']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['fake_loc_45', 'fake_loc_27', 'to', 'fake_org_21']","['B-LOC', 'I-LOC', 'O', 'I-ORG']"
"['fake_misc_59', 'fake_date_21', 'word_79', 'paris']","['B-MISC', 'B-DATE', 'O', 'B-LOC']"
"['david', 'was', 'born', 'fake_date_84', 'new', 'fake_date_31']","['B-PER', 'O', 'O', 'I-DATE', 'B-LOC', 'B-DATE']"
"['fake_misc_71', 'travels', 'around', 'fake_misc_84']","['I-MISC', 'O', 'O', 'B-MISC']"
"['charlie', 'studies', 'in', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['bob', 'was', 'born', 'fake_date_57', 'word_90']","['B-PER', 'O', 'O', 'B-DATE', 'O']"
"['fake_prod_79', 'word_67', 'to', 'fake_prod_45']","['I-PROD', 'O', 'O', 'I-PROD']"
"['word_67', 'fake_org_23', 'from', 'london']","['O', 'B-ORG', 'O', 'B-LOC']"
"['charlie', 'lives', 'fake_misc_38', 'fake_org_17']","['B-PER', 'O', 'I-MISC', 'I-ORG']"
"['fake_per_9', 'travels', 'from', 'fake_loc_76']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_55', 'lives', 'fake_org_17', 'madrid']","['I-DATE', 'O', 'I-ORG', 'B-LOC']"
"['alice', 'moved', 'around', 'fake_misc_47']","['B-PER', 'O', 'O', 'B-MISC']"
"['word_65', 'works', 'fake_prod_68', 'fake_loc_38']","['O', 'O', 'I-PROD', 'I-LOC']"
"['michael', 'fake_loc_54', 'fake_loc_34', 'fake_date_24']","['B-PER', 'B-LOC', 'I-LOC', 'I-DATE']"
"['fake_loc_6', 'fake_per_56', 'fake_prod_57', 'fake_misc_75']","['I-LOC', 'B-PER', 'I-PROD', 'B-MISC']"
"['linda', 'works', 'fake_date_30', 'fake_org_60']","['B-PER', 'O', 'B-DATE', 'I-ORG']"
"['fake_misc_77', 'travels', 'word_36', 'tokyo']","['B-MISC', 'O', 'O', 'B-LOC']"
"['fake_org_77', 'fake_per_95', 'from', 'fake_date_55']","['I-ORG', 'B-PER', 'O', 'I-DATE']"
"['jhon', 'fake_date_36', 'around', 'madrid']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['bob', 'studies', 'fake_org_46', 'paris']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['fake_date_84', 'works', 'around', 'fake_org_76']","['I-DATE', 'O', 'O', 'I-ORG']"
"['charlie', 'fake_loc_34', 'fake_prod_77', 'madrid']","['B-PER', 'B-LOC', 'B-PROD', 'B-LOC']"
"['mary', 'travels', 'word_33', 'fake_loc_84', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_per_19', 'moved', 'from', 'new', 'fake_per_62']","['I-PER', 'O', 'O', 'B-LOC', 'B-PER']"
"['fake_date_47', 'fake_date_13', 'around', 'fake_org_34']","['B-DATE', 'I-DATE', 'O', 'I-ORG']"
"['fake_prod_18', 'travels', 'in', 'new', 'york']","['B-PROD', 'O', 'O', 'B-LOC', 'I-LOC']"
"['emma', 'fake_misc_15', 'fake_per_51', 'fake_org_63', 'york']","['B-PER', 'B-MISC', 'B-PER', 'I-ORG', 'I-LOC']"
"['alice', 'moved', 'fake_date_70', 'fake_org_60']","['B-PER', 'O', 'B-DATE', 'I-ORG']"
"['linda', 'fake_misc_11', 'from', 'fake_misc_27']","['B-PER', 'B-MISC', 'O', 'B-MISC']"
"['fake_org_64', 'word_30', 'near', 'fake_per_5']","['I-ORG', 'O', 'O', 'I-PER']"
"['bob', 'fake_loc_86', 'fake_date_86', 'word_99']","['B-PER', 'I-LOC', 'B-DATE', 'O']"
"['sarah', 'fake_misc_13', 'near', 'fake_prod_20', 'york']","['B-PER', 'B-MISC', 'O', 'B-PROD', 'I-LOC']"
"['word_92', 'works', 'fake_date_97', 'rome']","['O', 'O', 'B-DATE', 'B-LOC']"
"['mary', 'lives', 'to', 'fake_prod_21']","['B-PER', 'O', 'O', 'B-PROD']"
"['michael', 'travels', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_51', 'works', 'from', 'fake_prod_73']","['B-PER', 'O', 'O', 'B-PROD']"
"['fake_prod_97', 'was', 'born', 'around', 'fake_per_61']","['I-PROD', 'O', 'O', 'O', 'I-PER']"
"['charlie', 'moved', 'word_1', 'fake_loc_77']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_per_65', 'fake_date_39', 'canada']","['B-PER', 'B-PER', 'B-DATE', 'B-LOC']"
"['charlie', 'lives', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_6', 'works', 'from', 'canada']","['B-LOC', 'O', 'O', 'B-LOC']"
"['mary', 'fake_per_84', 'near', 'new', 'fake_date_66']","['B-PER', 'I-PER', 'O', 'B-LOC', 'B-DATE']"
"['fake_loc_88', 'fake_org_18', 'in', 'canada']","['I-LOC', 'I-ORG', 'O', 'B-LOC']"
"['fake_per_23', 'lives', 'fake_misc_40', 'fake_org_40']","['I-PER', 'O', 'I-MISC', 'I-ORG']"
"['sarah', 'was', 'born', 'near', 'fake_org_50']","['B-PER', 'O', 'O', 'O', 'B-ORG']"
"['fake_loc_23', 'fake_date_17', 'fake_date_79', 'london']","['B-LOC', 'B-DATE', 'B-DATE', 'B-LOC']"
"['sarah', 'studies', 'fake_date_93', 'fake_per_89', 'fake_prod_35']","['B-PER', 'O', 'I-DATE', 'B-PER', 'B-PROD']"
"['emma', 'travels', 'from', 'fake_org_80']","['B-PER', 'O', 'O', 'B-ORG']"
"['michael', 'travels', 'word_80', 'fake_org_54']","['B-PER', 'O', 'O', 'B-ORG']"
"['linda', 'fake_misc_4', 'near', 'fake_prod_48']","['B-PER', 'I-MISC', 'O', 'B-PROD']"
"['alice', 'lives', 'to', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'fake_org_48', 'word_74', 'fake_per_31']","['B-PER', 'B-ORG', 'O', 'B-PER']"
"['fake_misc_55', 'word_79', 'fake_loc_26', 'london']","['B-MISC', 'O', 'I-LOC', 'B-LOC']"
"['mary', 'travels', 'word_9', 'fake_prod_60']","['B-PER', 'O', 'O', 'I-PROD']"
"['emma', 'fake_date_15', 'word_64', 'word_90']","['B-PER', 'I-DATE', 'O', 'O']"
"['fake_loc_89', 'fake_org_26', 'around', 'fake_org_69', 'fake_prod_61']","['I-LOC', 'I-ORG', 'O', 'I-ORG', 'B-PROD']"
"['word_62', 'travels', 'fake_prod_74', 'madrid']","['O', 'O', 'I-PROD', 'B-LOC']"
"['word_33', 'fake_loc_100', 'to', 'fake_org_89']","['O', 'B-LOC', 'O', 'I-ORG']"
"['fake_prod_15', 'was', 'born', 'around', 'paris']","['I-PROD', 'O', 'O', 'O', 'B-LOC']"
"['fake_prod_16', 'fake_misc_76', 'from', 'moscow']","['B-PROD', 'B-MISC', 'O', 'B-LOC']"
"['fake_org_57', 'fake_prod_91', 'from', 'fake_date_74']","['B-ORG', 'B-PROD', 'O', 'I-DATE']"
"['fake_prod_21', 'was', 'born', 'in', 'fake_date_37']","['B-PROD', 'O', 'O', 'O', 'B-DATE']"
"['linda', 'moved', 'fake_misc_93', 'new', 'fake_loc_3']","['B-PER', 'O', 'B-MISC', 'B-LOC', 'I-LOC']"
"['fake_loc_36', 'fake_per_71', 'fake_loc_59', 'fake_org_10', 'york']","['I-LOC', 'I-PER', 'B-LOC', 'B-ORG', 'I-LOC']"
"['fake_misc_74', 'moved', 'fake_date_91', 'berlin']","['B-MISC', 'O', 'I-DATE', 'B-LOC']"
"['emma', 'studies', 'to', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'lives', 'to', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_34', 'was', 'born', 'fake_prod_81', 'fake_misc_83']","['B-ORG', 'O', 'O', 'I-PROD', 'B-MISC']"
"['fake_loc_68', 'fake_org_81', 'fake_prod_17', 'fake_loc_81']","['I-LOC', 'B-ORG', 'I-PROD', 'B-LOC']"
"['mary', 'fake_org_72', 'fake_per_22', 'fake_prod_25']","['B-PER', 'I-ORG', 'I-PER', 'I-PROD']"
"['sarah', 'was', 'born', 'from', 'london']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_org_24', 'word_96', 'from', 'london']","['I-ORG', 'O', 'O', 'B-LOC']"
"['emma', 'moved', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'was', 'born', 'from', 'word_25']","['B-PER', 'O', 'O', 'O', 'O']"
"['fake_date_49', 'lives', 'fake_per_36', 'rome']","['B-DATE', 'O', 'B-PER', 'B-LOC']"
"['linda', 'works', 'fake_per_94', 'moscow']","['B-PER', 'O', 'B-PER', 'B-LOC']"
"['emma', 'fake_date_4', 'to', 'fake_misc_21', 'york']","['B-PER', 'I-DATE', 'O', 'B-MISC', 'I-LOC']"
"['mary', 'fake_per_91', 'in', 'canada']","['B-PER', 'B-PER', 'O', 'B-LOC']"
"['fake_misc_70', 'lives', 'fake_date_4', 'moscow']","['I-MISC', 'O', 'I-DATE', 'B-LOC']"
"['mary', 'fake_org_21', 'fake_prod_94', 'berlin']","['B-PER', 'B-ORG', 'B-PROD', 'B-LOC']"
"['alice', 'lives', 'near', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['bob', 'was', 'born', 'from', 'madrid']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_loc_30', 'fake_prod_22', 'fake_loc_32', 'madrid']","['I-LOC', 'I-PROD', 'B-LOC', 'B-LOC']"
"['alice', 'fake_prod_15', 'near', 'london']","['B-PER', 'B-PROD', 'O', 'B-LOC']"
"['mary', 'fake_loc_59', 'from', 'fake_org_56']","['B-PER', 'I-LOC', 'O', 'B-ORG']"
"['jhon', 'studies', 'around', 'fake_misc_37']","['B-PER', 'O', 'O', 'B-MISC']"
"['bob', 'fake_date_65', 'to', 'fake_per_48']","['B-PER', 'B-DATE', 'O', 'B-PER']"
"['jhon', 'fake_per_38', 'fake_misc_99', 'canada']","['B-PER', 'B-PER', 'I-MISC', 'B-LOC']"
"['linda', 'travels', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_28', 'travels', 'around', 'beijing']","['I-PER', 'O', 'O', 'B-LOC']"
"['michael', 'fake_misc_54', 'near', 'paris']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_date_83', 'fake_date_100', 'fake_misc_88', 'fake_date_1']","['I-DATE', 'I-DATE', 'I-MISC', 'I-DATE']"
"['fake_per_97', 'fake_per_68', 'fake_misc_90', 'fake_org_92']","['B-PER', 'B-PER', 'I-MISC', 'B-ORG']"
"['word_85', 'studies', 'in', 'tokyo']","['O', 'O', 'O', 'B-LOC']"
"['fake_misc_55', 'fake_misc_66', 'fake_misc_79', 'canada']","['B-MISC', 'I-MISC', 'B-MISC', 'B-LOC']"
"['fake_date_18', 'studies', 'fake_org_99', 'fake_per_85']","['I-DATE', 'O', 'I-ORG', 'B-PER']"
"['jhon', 'studies', 'in', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_27', 'studies', 'from', 'london']","['B-ORG', 'O', 'O', 'B-LOC']"
"['linda', 'fake_misc_6', 'fake_misc_27', 'fake_misc_84']","['B-PER', 'I-MISC', 'B-MISC', 'B-MISC']"
"['fake_date_83', 'fake_prod_73', 'fake_prod_87', 'tokyo']","['I-DATE', 'I-PROD', 'B-PROD', 'B-LOC']"
"['david', 'travels', 'fake_org_15', 'paris']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['fake_loc_95', 'lives', 'around', 'fake_date_22']","['I-LOC', 'O', 'O', 'I-DATE']"
"['fake_misc_23', 'studies', 'near', 'fake_misc_58']","['B-MISC', 'O', 'O', 'I-MISC']"
"['fake_loc_65', 'fake_prod_38', 'word_3', 'fake_date_40']","['B-LOC', 'I-PROD', 'O', 'B-DATE']"
"['charlie', 'travels', 'from', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['linda', 'travels', 'fake_prod_21', 'fake_per_50']","['B-PER', 'O', 'B-PROD', 'B-PER']"
"['word_77', 'was', 'born', 'around', 'berlin']","['O', 'O', 'O', 'O', 'B-LOC']"
"['alice', 'fake_loc_27', 'in', 'word_88']","['B-PER', 'B-LOC', 'O', 'O']"
"['fake_per_5', 'lives', 'near', 'fake_loc_11']","['B-PER', 'O', 'O', 'I-LOC']"
"['michael', 'was', 'born', 'from', 'rome']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_date_88', 'fake_misc_29', 'fake_date_69']","['B-PER', 'I-DATE', 'B-MISC', 'B-DATE']"
"['fake_org_2', 'fake_loc_97', 'around', 'fake_prod_80']","['B-ORG', 'B-LOC', 'O', 'I-PROD']"
"['fake_date_60', 'lives', 'near', 'fake_date_93']","['I-DATE', 'O', 'O', 'I-DATE']"
"['charlie', 'fake_per_16', 'fake_misc_23', 'berlin']","['B-PER', 'B-PER', 'B-MISC', 'B-LOC']"
"['fake_prod_47', 'fake_misc_61', 'fake_prod_56', 'fake_per_28']","['B-PROD', 'I-MISC', 'B-PROD', 'B-PER']"
"['jhon', 'fake_date_92', 'in', 'madrid']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_prod_14', 'fake_misc_23', 'in', 'fake_prod_13']","['I-PROD', 'B-MISC', 'O', 'I-PROD']"
"['jhon', 'moved', 'fake_prod_94', 'tokyo']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['fake_prod_89', 'fake_date_50', 'fake_prod_71', 'fake_prod_96']","['B-PROD', 'I-DATE', 'B-PROD', 'B-PROD']"
"['fake_misc_40', 'travels', 'word_28', 'fake_loc_5', 'fake_org_25']","['B-MISC', 'O', 'O', 'I-LOC', 'B-ORG']"
"['fake_prod_82', 'fake_date_21', 'word_35', 'fake_per_88']","['B-PROD', 'B-DATE', 'O', 'B-PER']"
"['david', 'works', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_74', 'fake_org_32', 'near', 'fake_prod_39']","['B-ORG', 'I-ORG', 'O', 'B-PROD']"
"['fake_per_35', 'works', 'fake_per_39', 'paris']","['I-PER', 'O', 'B-PER', 'B-LOC']"
"['mary', 'was', 'born', 'fake_prod_60', 'fake_prod_24']","['B-PER', 'O', 'O', 'B-PROD', 'B-PROD']"
"['charlie', 'fake_date_62', 'in', 'fake_loc_44']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['mary', 'lives', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'fake_date_71', 'near', 'london']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['david', 'studies', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'fake_misc_31', 'fake_loc_32', 'fake_loc_19']","['B-PER', 'I-MISC', 'B-LOC', 'B-LOC']"
"['fake_misc_41', 'was', 'born', 'fake_loc_3', 'moscow']","['I-MISC', 'O', 'O', 'I-LOC', 'B-LOC']"
"['fake_misc_17', 'fake_date_78', 'fake_org_58', 'fake_prod_99']","['B-MISC', 'I-DATE', 'B-ORG', 'B-PROD']"
"['fake_misc_67', 'studies', 'near', 'fake_per_36']","['I-MISC', 'O', 'O', 'I-PER']"
"['david', 'fake_org_81', 'fake_per_49', 'fake_org_57']","['B-PER', 'I-ORG', 'I-PER', 'I-ORG']"
"['fake_loc_29', 'lives', 'near', 'fake_per_81']","['B-LOC', 'O', 'O', 'I-PER']"
"['fake_misc_50', 'fake_misc_57', 'fake_per_7', 'fake_org_4']","['B-MISC', 'I-MISC', 'I-PER', 'B-ORG']"
"['emma', 'moved', 'from', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_prod_18', 'fake_date_46', 'canada']","['B-PER', 'I-PROD', 'B-DATE', 'B-LOC']"
"['david', 'fake_org_78', 'fake_per_18', 'new', 'fake_prod_3']","['B-PER', 'B-ORG', 'B-PER', 'B-LOC', 'B-PROD']"
"['fake_misc_20', 'fake_prod_41', 'near', 'fake_per_53']","['B-MISC', 'I-PROD', 'O', 'B-PER']"
"['fake_org_37', 'works', 'fake_per_96', 'word_91']","['B-ORG', 'O', 'B-PER', 'O']"
"['fake_date_33', 'was', 'born', 'near', 'madrid']","['B-DATE', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'travels', 'around', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'travels', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_33', 'fake_per_46', 'in', 'new', 'word_27']","['B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"['emma', 'fake_date_50', 'fake_prod_98', 'new', 'fake_prod_37']","['B-PER', 'I-DATE', 'I-PROD', 'B-LOC', 'B-PROD']"
"['fake_date_52', 'travels', 'fake_org_41', 'rome']","['I-DATE', 'O', 'B-ORG', 'B-LOC']"
"['bob', 'fake_per_34', 'near', 'fake_prod_22']","['B-PER', 'I-PER', 'O', 'I-PROD']"
"['fake_misc_22', 'fake_date_51', 'fake_org_69', 'london']","['B-MISC', 'I-DATE', 'B-ORG', 'B-LOC']"
"['mary', 'works', 'around', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_63', 'moved', 'in', 'rome']","['I-DATE', 'O', 'O', 'B-LOC']"
"['linda', 'fake_per_4', 'fake_loc_68', 'word_26']","['B-PER', 'I-PER', 'B-LOC', 'O']"
"['fake_org_35', 'fake_org_86', 'from', 'moscow']","['I-ORG', 'B-ORG', 'O', 'B-LOC']"
"['linda', 'moved', 'around', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_23', 'fake_misc_93', 'near', 'fake_org_2']","['B-LOC', 'I-MISC', 'O', 'B-ORG']"
"['bob', 'was', 'born', 'around', 'beijing']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['linda', 'lives', 'word_53', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_73', 'studies', 'fake_loc_93', 'fake_misc_72']","['B-LOC', 'O', 'I-LOC', 'B-MISC']"
"['fake_per_89', 'fake_prod_7', 'from', 'london']","['I-PER', 'B-PROD', 'O', 'B-LOC']"
"['fake_loc_34', 'fake_org_73', 'in', 'london']","['I-LOC', 'B-ORG', 'O', 'B-LOC']"
"['fake_loc_11', 'works', 'from', 'fake_misc_93']","['B-LOC', 'O', 'O', 'I-MISC']"
"['mary', 'studies', 'word_24', 'fake_date_51']","['B-PER', 'O', 'O', 'B-DATE']"
"['jhon', 'lives', 'near', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['bob', 'works', 'fake_org_92', 'word_78']","['B-PER', 'O', 'I-ORG', 'O']"
"['word_94', 'moved', 'fake_date_31', 'rome']","['O', 'O', 'I-DATE', 'B-LOC']"
"['emma', 'fake_loc_90', 'fake_loc_28', 'rome']","['B-PER', 'B-LOC', 'B-LOC', 'B-LOC']"
"['david', 'fake_per_73', 'fake_org_48', 'fake_prod_15']","['B-PER', 'B-PER', 'B-ORG', 'B-PROD']"
"['linda', 'lives', 'near', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_37', 'fake_loc_15', 'fake_misc_100', 'rome']","['I-PER', 'I-LOC', 'B-MISC', 'B-LOC']"
"['david', 'fake_per_9', 'fake_prod_6', 'madrid']","['B-PER', 'I-PER', 'I-PROD', 'B-LOC']"
"['fake_loc_3', 'was', 'born', 'in', 'fake_prod_85']","['I-LOC', 'O', 'O', 'O', 'I-PROD']"
"['fake_date_69', 'fake_misc_18', 'to', 'fake_per_80']","['B-DATE', 'B-MISC', 'O', 'B-PER']"
"['fake_date_95', 'fake_org_59', 'fake_prod_97', 'fake_loc_98']","['B-DATE', 'B-ORG', 'I-PROD', 'B-LOC']"
"['jhon', 'fake_date_74', 'near', 'fake_org_47']","['B-PER', 'I-DATE', 'O', 'I-ORG']"
"['david', 'fake_org_99', 'around', 'berlin']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['fake_date_48', 'works', 'fake_per_34', 'new', 'york']","['I-DATE', 'O', 'B-PER', 'B-LOC', 'I-LOC']"
"['fake_loc_51', 'was', 'born', 'around', 'beijing']","['B-LOC', 'O', 'O', 'O', 'B-LOC']"
"['fake_org_36', 'fake_misc_63', 'in', 'fake_prod_90']","['I-ORG', 'B-MISC', 'O', 'B-PROD']"
"['charlie', 'fake_date_32', 'near', 'fake_loc_79']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['emma', 'fake_loc_43', 'from', 'fake_date_63']","['B-PER', 'I-LOC', 'O', 'I-DATE']"
"['fake_date_45', 'moved', 'near', 'fake_loc_59']","['I-DATE', 'O', 'O', 'B-LOC']"
"['jhon', 'works', 'around', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_67', 'fake_loc_45', 'to', 'rome']","['B-LOC', 'I-LOC', 'O', 'B-LOC']"
"['alice', 'fake_prod_54', 'in', 'rome']","['B-PER', 'B-PROD', 'O', 'B-LOC']"
"['fake_org_33', 'works', 'fake_prod_80', 'fake_date_20']","['B-ORG', 'O', 'I-PROD', 'B-DATE']"
"['charlie', 'fake_misc_9', 'fake_loc_61', 'fake_misc_43', 'fake_prod_54']","['B-PER', 'B-MISC', 'I-LOC', 'B-MISC', 'I-PROD']"
"['jhon', 'studies', 'from', 'fake_per_8']","['B-PER', 'O', 'O', 'I-PER']"
"['david', 'fake_date_87', 'fake_per_83', 'paris']","['B-PER', 'B-DATE', 'B-PER', 'B-LOC']"
"['michael', 'fake_per_9', 'fake_date_56', 'fake_per_84', 'fake_prod_95']","['B-PER', 'B-PER', 'B-DATE', 'I-PER', 'B-PROD']"
"['fake_loc_16', 'works', 'fake_per_23', 'fake_date_48']","['B-LOC', 'O', 'I-PER', 'I-DATE']"
"['fake_loc_57', 'was', 'born', 'near', 'fake_misc_9']","['I-LOC', 'O', 'O', 'O', 'B-MISC']"
"['charlie', 'travels', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['bob', 'fake_misc_49', 'fake_prod_55', 'rome']","['B-PER', 'B-MISC', 'B-PROD', 'B-LOC']"
"['fake_loc_50', 'fake_date_24', 'in', 'fake_loc_28']","['B-LOC', 'B-DATE', 'O', 'B-LOC']"
"['linda', 'fake_prod_93', 'fake_org_65', 'fake_loc_96']","['B-PER', 'B-PROD', 'I-ORG', 'I-LOC']"
